"Name","Latitude","Longitude","MatchStatus","PlaceID","OsmID","Dist_m","Rating","UserRatingsTotal","URL","OpeningHours"
"Thepsadej Coffee",18.9455751,99.3584737,"google_only","ChIJ8Sb9LlKN2TARZDPkh2_udWE",NA,NA,4.6,79,NA,NA
"ณ แม่ตอนหลวง",18.9455847,99.3582629,"google_only","ChIJBap_g4SN2TARXKPG1U4x6JI",NA,NA,5,11,NA,NA
"ณ ภูลังกา",18.9457197,99.3585618,"google_only","ChIJ65uGNwCN2TARPeCghOBTcHU",NA,NA,5,3,NA,NA
"มิลล์คาเฟ่งิ้วเฒ่า",18.9457521,98.6605637,"google_only","ChIJATe5UABD2jAR9aniOqpvaW4",NA,NA,NA,NA,NA,NA
"ไร่ฮักดอยสตอเบอรี่ดอยสะเก็ด",18.9458329,99.234684,"google_only","ChIJS7-8AQCL2TARn6RiWFTtwec",NA,NA,NA,NA,NA,NA
"New Cafe' นิว คาเฟ่",18.9498678,98.6807643,"google_only","ChIJnbpzoMRD2jAR2aQ8NTAxwfw",NA,NA,4.4,5,NA,NA
"ไร่กาแฟภูลังกา (เทพเสด็จ)",18.9507979,99.3499495,"google_only","ChIJo3K81X-N2TAR_lPcOQcNLXU",NA,NA,5,7,NA,NA
"บ้านภาสุข (Baan Phasuk)",18.9508898,98.9174214,"google_only","ChIJuYnSR6A_2jARt-JA3ObJZdQ",NA,NA,5,2,NA,NA
"บ้านเทพเสด็จ ที่ยังไม่เสร็จ",18.9510638,99.3490202,"google_only","ChIJHVhjeQCN2TARybKqKoNxk-s",NA,NA,NA,NA,NA,NA
"Klum Maeban Kasettakon Tambon Thep Sadet",18.9514682,99.334538,"google_only","ChIJW66CrzKN2TARUrDi7P9-ezU",NA,NA,4.5,8,NA,NA
"จุดเริ่มต้น​ สวนดอกไม้",18.9517215,98.8046209,"google_only","ChIJl7O8K7VB2jARyNHoNtvjtqI",NA,NA,4.7,6,NA,NA
"ฮ้านเดอโม - Han De' mo",18.9518188,98.4428372,"google_only","ChIJSVl9PQL12jARQ1ILC-zV_lQ",NA,NA,NA,NA,NA,NA
"เขาใหญ่ ณ เชียงใหม่",18.9522751,98.9161521,"google_only","ChIJAfLEAQ0-2jARaU28ZSUVpzI",NA,NA,3.7,26,NA,NA
"ริมฝั่งน้ำ",18.9529068,98.8677873,"google_only","ChIJkcVTAwA_2jARiBIfcwVW4_I",NA,NA,NA,NA,NA,NA
"ไร่ดาวอิงดอย",18.9536786,99.3004697,"google_only","ChIJ0Qq1E7SN2TARD0IwwvVjn3c",NA,NA,NA,NA,NA,NA
"หลวงพระบาง กลางนา Luang Cafe",18.9542084,98.9235455,"google_only","ChIJDVEpOwo-2jARcP6cXi4zsbo",NA,NA,4.5,16,NA,NA
"คุณตาคาเฟ่เชียงใหม่",18.9547659,98.7981889,"google_only","ChIJ1UZhSQBB2jARreRH2Fxqjyw",NA,NA,NA,NA,NA,NA
"ดงพญาเสือ country coffee",18.9547943,98.798292,"google_only","ChIJB1SX8ElA2jARPFUf5GHND2w",NA,NA,4.6,5,NA,NA
"Jungle Flight Sky Cafe",18.95485069999999,99.2956216,"google_only","ChIJA3eTAwDz2TARHv76W8VJFIU",NA,NA,5,5,NA,NA
"Hmong naturefarm",18.9550818,98.7937725,"google_only","ChIJwSwzWQBB2jAR0p1bERfnnpI",NA,NA,NA,NA,NA,NA
"Maekee Sheep House",18.9553449,98.8006194,"google_only","ChIJFZYeTX9B2jAR72Z4R83S1Zo",NA,NA,4.6,674,NA,NA
"Two sons coffee ร้านนี้เพื่อลูก",18.9554385,98.9236771,"google_only","ChIJNcXwnkw_2jARtLKyKphRtKU",NA,NA,NA,NA,NA,NA
"Sky Hawk Cafe' Chiangmai",18.9562156,99.3106994,"google_only","ChIJw3I6cQ_z2TARgzBBmpXFpNI",NA,NA,4.4,85,NA,NA
"กาแฟสดนมแพะ",18.9574736,98.8604138,"google_only","ChIJowPNnYI_2jARdp5pfllMyPM",NA,NA,1,1,NA,NA
"ฟาร์มแพะนางฟ้า",18.9575291,98.8601695,"google_only","ChIJEx_ybrU_2jARqbr6moMpx08",NA,NA,4.9,7,NA,NA
"Coffee House",18.9581126,98.859505,"google_only","ChIJf6PUCYU92jARQJbmpenfhOg",NA,NA,5,6,NA,NA
"กาแฟบนดอย(อาหารและเครื่องดื่ม)",18.9584986,98.6728826,"google_only","ChIJSSzFMFJD2jARBOvLO5ROZt4",NA,NA,5,2,NA,NA
"ร้านน้องพราวกาแฟ",18.95850859999999,98.9191652,"google_only","ChIJhdY5O7Y_2jAR9rVI923yJg8",NA,NA,3.8,4,NA,NA
